date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:26	29873/29873	---M-Z	200	added ('OK')	text/css	date:Tue,%2003%20Oct%202023%2014:51:44%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/plugin.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/plugin8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:26	119246/119246	---M-Z	200	added ('OK')	text/css	date:Fri,%2027%20Jan%202023%2012:30:58%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/spacing.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/spacing8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:27	8585/8585	---M-Z	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202023%2011:05:48%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/zyan-unit.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/zyan-unit8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:27	63907/63907	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Aug%202024%2014:24:20%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/zyan-core.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/zyan-core8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:27	28977/28977	---M-Z	200	added ('OK')	text/css	date:Sat,%2028%20Oct%202023%2011:02:50%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/responsive.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/css/responsive8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:27	575/575	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Mar%202024%2005:54:22%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/style.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/style8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:28	19533/19533	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Oct%202023%2020:01:15%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://codeefly.net/wp/zyan/)
22:29:28	117332/117332	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Oct%202023%2020:01:14%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.17.1	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/css/frontend-lite.min5d63.css	(from https://codeefly.net/wp/zyan/)
22:29:28	16471/16471	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Oct%202023%2020:01:15%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://codeefly.net/wp/zyan/)
22:29:28	1278/1278	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Mar%202024%2005:06:04%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/elementor/css/post-8.css?ver=1711515964	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/elementor/css/post-802f1.css	(from https://codeefly.net/wp/zyan/)
22:29:28	9012/9012	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Mar%202024%2005:06:04%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/elementor/css/global.css?ver=1711515964	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/elementor/css/global02f1.css	(from https://codeefly.net/wp/zyan/)
22:29:29	699/699	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Mar%202024%2005:06:04%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/elementor/css/post-346.css?ver=1711515964	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/elementor/css/post-34602f1.css	(from https://codeefly.net/wp/zyan/)
22:29:29	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Oct%202023%2020:01:15%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://codeefly.net/wp/zyan/)
22:29:29	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Oct%202023%2020:01:15%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://codeefly.net/wp/zyan/)
22:29:30	39008/39008	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20May%202025%2002:29:29%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/cf-core/assets/css/fontawesome-all.min.css?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/cf-core/assets/css/fontawesome-all.min8a54.css	(from https://codeefly.net/wp/zyan/)
22:29:30	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://codeefly.net/wp/zyan/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-includes/js/jquery/jquery.minf43b.js	(from https://codeefly.net/wp/zyan/)
22:29:30	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://codeefly.net/wp/zyan/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://codeefly.net/wp/zyan/)
22:29:31	61483/61483	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20May%202025%2002:29:30%20GMT	https://codeefly.net/wp/zyan/wp-json/wp/v2/pages/346	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-json/wp/v2/pages/346.json	(from https://codeefly.net/wp/zyan/)
22:29:31	193342/193342	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20May%202025%2002:29:30%20GMT	https://codeefly.net/wp/zyan/wp-json/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-json/index.html	(from https://codeefly.net/wp/zyan/)
22:29:31	834/834	---M-Z	200	added ('OK')	text/xml	date:Thu,%2001%20May%202025%2002:29:31%20GMT	https://codeefly.net/wp/zyan/xmlrpc.php?rsd	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/xmlrpc0db0.php	(from https://codeefly.net/wp/zyan/)
22:29:32	2145/2145	---M-Z	200	added ('OK')	application/json	date:Thu,%2001%20May%202025%2002:29:31%20GMT	https://codeefly.net/wp/zyan/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodeefly.net%2Fwp%2Fzyan%2F	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-json/oembed/1.0/embed0c8d.json	(from https://codeefly.net/wp/zyan/)
22:29:32	2296/2296	---M-Z	200	added ('OK')	text/xml	date:Thu,%2001%20May%202025%2002:29:31%20GMT	https://codeefly.net/wp/zyan/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcodeefly.net%2Fwp%2Fzyan%2F&format=xml	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-json/oembed/1.0/embedcec3	(from https://codeefly.net/wp/zyan/)
22:29:32	1543/1543	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2006:56:38%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/cropped-favicon-32x32.png	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/cropped-favicon-32x32.png	(from https://codeefly.net/wp/zyan/)
22:29:32	6985/6985	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2006:56:38%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/cropped-favicon-192x192.png	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/cropped-favicon-192x192.png	(from https://codeefly.net/wp/zyan/)
22:29:33	6574/6574	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2006:56:38%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/cropped-favicon-180x180.png	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/cropped-favicon-180x180.png	(from https://codeefly.net/wp/zyan/)
22:29:33	52980/52980	---M--	200	added ('OK')	font/woff	date:Fri,%2025%20Apr%202025%2004:32:32%20GMT	https://codeefly.net/wp/zyan/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	(from https://codeefly.net/wp/zyan/)
22:29:33	7460/7460	---M--	200	added ('OK')	font/woff	date:Fri,%2025%20Apr%202025%2004:32:32%20GMT	https://codeefly.net/wp/zyan/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	(from https://codeefly.net/wp/zyan/)
22:29:33	10532/10532	---M--	200	added ('OK')	font/woff	date:Fri,%2025%20Apr%202025%2004:32:32%20GMT	https://codeefly.net/wp/zyan/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	(from https://codeefly.net/wp/zyan/)
22:29:34	1883/1883	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Aug%202023%2009:24:56%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/img/logo/logo.png	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/img/logo/logo.png	(from https://codeefly.net/wp/zyan/)
22:29:34	52858/52858	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:08:37%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/banner-scaled.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/banner-scaled.jpg	(from https://codeefly.net/wp/zyan/)
22:29:34	236209/236209	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Oct%202023%2011:08:59%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/banner_img_1.png	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/banner_img_1.png	(from https://codeefly.net/wp/zyan/)
22:29:34	128846/128846	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:18:31%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/about_img.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/about_img.jpg	(from https://codeefly.net/wp/zyan/)
22:29:34	170751/170751	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:21:18%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/1.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/1.jpg	(from https://codeefly.net/wp/zyan/)
22:29:35	121887/121887	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:21:19%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/2.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/2.jpg	(from https://codeefly.net/wp/zyan/)
22:29:35	131646/131646	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:21:11%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/4.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/4.jpg	(from https://codeefly.net/wp/zyan/)
22:29:35	160670/160670	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Oct%202023%2011:21:11%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/5.png	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/5.png	(from https://codeefly.net/wp/zyan/)
22:29:35	113628/113628	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:35%20GMT	https://codeefly.net/wp/zyan/one-page/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/one-page/index.html	(from https://codeefly.net/wp/zyan/)
22:29:35	9346/9346	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:25:21%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/1-1.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/1-1.jpg	(from https://codeefly.net/wp/zyan/)
22:29:36	7791/7791	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:25:21%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/2-1.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/2-1.jpg	(from https://codeefly.net/wp/zyan/)
22:29:36	162759/162759	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2012:22:50%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/list_2.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/list_2.jpg	(from https://codeefly.net/wp/zyan/)
22:29:36	130151/130151	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2012:22:50%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/list_1.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/list_1.jpg	(from https://codeefly.net/wp/zyan/)
22:29:36	98164/98164	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:35%20GMT	https://codeefly.net/wp/zyan/home-3/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/home-3/index.html	(from https://codeefly.net/wp/zyan/)
22:29:36	304972/304972	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Oct%202023%2011:08:34%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/subscribe-scaled.jpg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/subscribe-scaled.jpg	(from https://codeefly.net/wp/zyan/)
22:29:36	2325/2325	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Oct%202023%2011:16:56%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/map-1.svg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/map-1.svg	(from https://codeefly.net/wp/zyan/)
22:29:37	3811/3811	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Oct%202023%2011:17:00%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/phone-1.svg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/phone-1.svg	(from https://codeefly.net/wp/zyan/)
22:29:38	38947/38947	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20May%202025%2002:29:37%20GMT	https://codeefly.net/wp/zyan/1234567890	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/1234567890	(from https://codeefly.net/wp/zyan/)
22:29:40	99762/99762	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:37%20GMT	https://codeefly.net/wp/zyan/home-4/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/home-4/index.html	(from https://codeefly.net/wp/zyan/)
22:29:40	103067/103067	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:38%20GMT	https://codeefly.net/wp/zyan/home-rtl/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/home-rtl/index.html	(from https://codeefly.net/wp/zyan/)
22:29:40	51506/51506	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:38%20GMT	https://codeefly.net/wp/zyan/blog/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/blog/index.html	(from https://codeefly.net/wp/zyan/)
22:29:41	56390/56390	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:38%20GMT	https://codeefly.net/wp/zyan/the-standard-personal-my-portfolio-2/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/the-standard-personal-my-portfolio-2/index.html	(from https://codeefly.net/wp/zyan/)
22:29:41	1895/1895	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Oct%202023%2011:16:54%20GMT	https://codeefly.net/wp/zyan/wp-content/uploads/2023/10/envelope-1.svg	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/uploads/2023/10/envelope-1.svg	(from https://codeefly.net/wp/zyan/)
22:29:41	51127/51127	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:40%20GMT	https://codeefly.net/wp/zyan/contact/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/contact/index.html	(from https://codeefly.net/wp/zyan/)
22:29:41	10770/10770	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2028%20Oct%202023%2012:49:43%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.2	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/contact-form-7/includes/swv/js/index080f.js	(from https://codeefly.net/wp/zyan/)
22:29:41	12943/12943	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2028%20Oct%202023%2012:49:42%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.2	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/contact-form-7/includes/js/index080f.js	(from https://codeefly.net/wp/zyan/)
22:29:41	55463/55463	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:40%20GMT	https://codeefly.net/wp/zyan/the-standard-personal-my-portfolio/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/the-standard-personal-my-portfolio/index.html	(from https://codeefly.net/wp/zyan/)
22:29:41	622/622	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Aug%202023%2014:35:14%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/scroll_button.js?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/scroll_button8a54.js	(from https://codeefly.net/wp/zyan/)
22:29:42	15600/15600	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2019%20Dec%202022%2003:06:26%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/sticky_sidebar.js?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/sticky_sidebar8a54.js	(from https://codeefly.net/wp/zyan/)
22:29:42	454234/454234	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Oct%202023%2006:35:20%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/plugin.js?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/plugin8a54.js	(from https://codeefly.net/wp/zyan/)
22:29:42	56528/56528	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20May%202025%2002:29:41%20GMT	https://codeefly.net/wp/zyan/empowering-your-business-with-innovative-solutions-revolutionizing-your-solutions/	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/empowering-your-business-with-innovative-solutions-revolutionizing-your-solutions/index.html	(from https://codeefly.net/wp/zyan/)
22:29:42	143430/143430	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2004%20Sep%202023%2014:39:40%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/animation.js?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/animation8a54.js	(from https://codeefly.net/wp/zyan/)
22:29:42	13886/13886	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2028%20Oct%202023%2014:15:45%20GMT	https://codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/main.js?ver=1.0.0	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/themes/zyan/assets/js/main8a54.js	(from https://codeefly.net/wp/zyan/)
22:29:42	4997/4997	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Oct%202023%2020:01:15%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.17.1	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/js/webpack.runtime.min5d63.js	(from https://codeefly.net/wp/zyan/)
22:29:43	60151/60151	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Oct%202023%2020:01:14%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.17.1	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/js/frontend-modules.min5d63.js	(from https://codeefly.net/wp/zyan/)
22:29:43	12198/12198	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Oct%202023%2020:01:15%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://codeefly.net/wp/zyan/)
22:29:43	21464/21464	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2008:10:52%20GMT	https://codeefly.net/wp/zyan/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-includes/js/jquery/ui/core.minb37e.js	(from https://codeefly.net/wp/zyan/)
22:29:43	40436/40436	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Oct%202023%2020:01:14%20GMT	https://codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.1	C:/My%20Web%20Sites/websitelol/codeefly.net/wp/zyan/wp-content/plugins/elementor/assets/js/frontend.min5d63.js	(from https://codeefly.net/wp/zyan/)
